text,discourse_relation
"If it was spring-time, he knew of three strawberry-plants in blossom, which would certainly bear fruit.",contrast
"And at last he did so, and in a moment the fox was changed into a man, and turned out to be the brother of the princess, who had been lost a great many many years.",contrast
I worked hard for that seven long years.,contrast
"As soon as the merchant's son had come down in his flying trunk to the wood after the fireworks, he thought, I will go back into the town now, and hear what they think of the entertainment.",contrast
"At last it popped into her head, The dog is not shut up--he may be running away with the steak; thats well thought of.",contrast
"A good quarter of a league farther on in the wood; her house stands under the three large oak-trees, the nut-trees are just below; you surely must know it, replied Little Red-Cap.",contrast
"Oh, indeed; and you will be like her some day, said he; and he flew away directly, for he felt quite shocked.",contrast
"While he was trying his luck in milking, and managing the matter very clumsily, the uneasy beast began to think him very troublesome; and at last gave him such a kick on the head as knocked him down; and there he lay a long while senseless.",contrast
"And again little Tuk lay in his bed, scarcely knowing whether he was dreaming or not, for some one stood by him.",contrast
"Everything around her seemed holy, and her heart was chastened.",contrast
"The little cock did run as fast as he could to the spring, and said, Stream, thou art to give me some water; the little hen is lying on the nut- hill, and she has swallowed a large nut, and is choking.",contrast
Then he asked: Why are you weeping?,contrast
"Here are my five fingers, said the old goblin; now tell me a story for each of them.",contrast
"Then the old woman said, Now is the time for getting the birds heart.",contrast
"But the old grandfather remained sitting at his work and carving away at the last part of it, which was the Danish arms.",contrast
"Now some ducks were sitting together quietly by a brook and taking their rest; and, whilst they were making their feathers smooth with their bills, they were having a confidential conversation together.",contrast
"The Danish and the Swedish flags wave, and Danes and Swedes say, Good-day, and Thank you to each other, not with cannons, but with a friendly shake of the hand; and they exchange white bread and biscuits with each other, because foreign articles taste the best.",contrast
"And now loaded with chains, he was standing at the window of his dungeon, when he chanced to see one of his comrades passing by.",contrast
"Then he put on her clothes, dressed himself in her cap laid himself in bed and drew the curtains.",contrast
"Meantime the huntsman came nearer and looked at the lady, and said to himself, I have been travelling so long that I should like to go into this castle and rest myself, for I have money enough to pay for anything I want; but the real reason was, that he wanted to see more of the beautiful lady.",contrast
